1234,0.062573567
0000,0.035675056
1111,0.015918512
1212,0.006156311
4444,0.003735633
7777,0.004258923
6969,0.004537522
2112,0.002354421
1313,0.003073264
2222,0.0046408
5555,0.005919064
8888,0.003142857
4321,0.002308728
1969,0.001878156
1984,0.00204447
2323,0.002435465
1010,0.002271485
9999,0.003154419
5150,0.001606004
1981,0.001601002
1221,0.001720512
1122,0.002170428
1975,0.001419567
3333,0.002679043
6666,0.002128627
1987,0.001627127
1977,0.001333408
1985,0.001521735
2001,0.001514286
1965,0.001115621
1978,0.001228127
2525,0.002142746
1976,0.001120401
1701,0.00090517
1973,0.001643691
1980,0.001205893
2424,0.001384325
1979,0.001151862
2000,0.001653252
1983,0.001193441
1997,0.002641244
2468,0.002584991
2002,0.001100389
1998,0.002844246
1974,0.000965759
1986,0.001278822
1988,0.001361979
1225,0.001026682
1964,0.000772319
1970,0.000850584
2020,0.001153864
2121,0.001322624
1919,0.000879934
2580,0.012208884
0123,0.001029017
1223,0.001033908
1357,0.001148861
1982,0.001041246
1993,0.001547526
1956,0.000647472
1963,0.000725737
1337,0.001031351
1967,0.000764759
1245,0.001214786
8520,0.000627794
2233,0.00076965
1991,0.001356643
1000,0.000818566
1948,0.000578767
1966,0.000747527
1989,0.001251362
5252,0.001011673
2012,0.001400556
4536,0.00051273
1945,0.000581101
1776,0.000608005
3141,0.000534631
9876,0.001099611
1231,0.000952863
1066,0.000505281
1996,0.002126847
1233,0.000850139
2106,0.000515064
1134,0.000522291
1216,0.000681268
1911,0.00055164
1968,0.000647026
2004,0.00062746
1949,0.000478266
1999,0.002058254
1127,0.000637243
1995,0.001818565
1414,0.001300055
1355,0.000461146
7878,0.000563869
1992,0.001219344
1972,0.000769316
1001,0.000737521
2303,0.000517399
1990,0.001106837
1114,0.000622457
1954,0.000485492
1961,0.000505059
1971,0.000629795
0815,0.000558866
1007,0.000566204
1211,0.000734964
1117,0.000563758
1959,0.000512396
1958,0.000531962
1453,0.00046348
2007,0.000588216
1324,0.000544191
1306,0.000441468
0220,0.000524514
1105,0.000495164
1224,0.000737298
1243,0.000434019
1369,0.000509839
1515,0.000849805
1944,0.000419344
1952,0.000441357
1962,0.000539189
2005,0.000583213
2552,0.000541634
5683,0.003828791
1947,0.000419344
1955,0.000473152
1214,0.000685937
1951,0.000465815
2507,0.000394886
1024,0.000659033
2003,0.000578321
4247,0.00037532
1946,0.000387549
1812,0.000456031
3777,0.000365537
2503,0.000407115
0303,0.000507393
3108,0.000392441
2101,0.00040467
1028,0.000543969
1331,0.00045592
1601,0.000350751
1735,0.000331184
3232,0.000585548
5000,0.000397221
1013,0.000568427
1950,0.000446137
1960,0.000463257
5050,0.000661367
5757,0.000404558
2010,0.000891273
1121,0.000734741
3399,0.000382546
1802,0.000353196
0007,0.00056109
2110,0.000407004
3000,0.000360534
0987,0.000556198
1572,0.00033363
1717,0.000671151
1478,0.001038021
0707,0.00053174
1210,0.000634464
2011,0.001979654
0128,0.00041423
1020,0.000685714
1031,0.00056587
1120,0.000524291
3110,0.000348194
3131,0.000477821
4200,0.000521845
4545,0.000649027
6633,0.00032129
1124,0.00058299
1943,0.000353085
1218,0.000487604
1220,0.000541412
3234,0.000331073
2357,0.000331073
6288,0.000578099
1953,0.000382435
1201,0.000485158
1957,0.000411784
3283,0.000357977
1230,0.000937632
1442,0.000309061
2811,0.000362868
3011,0.00033841
1144,0.00049005
0705,0.000382435
5623,0.00041423
0808,0.000917954
1004,0.00044836
1022,0.000504614
1101,0.000414119
1102,0.000421456
1130,0.000472818
1138,0.000291829
1200,0.000340745
1405,0.000343191
1942,0.000338299
2100,0.000308949
2354,0.000282046
2425,0.000321178
2687,0.000262479
7676,0.000330962
0513,0.000379878
1029,0.000458143
3344,0.000291829
4568,0.000489939
2511,0.000360311
3636,0.000690494
2929,0.000345636
2627,0.000286937
4141,0.000396998
6464,0.000367649
3223,0.000382323
2211,0.000458143
2006,0.000465481
0202,0.00040189
4711,0.000299166
2408,0.000321178
1203,0.000441023
3125,0.000304058
5599,0.000299166
1040,0.000284491
7000,0.000286937
1275,0.000294275
5525,0.000357865
1818,0.000546192
3322,0.000338299
1232,0.00055353
1805,0.000299166
2512,0.000316287
1994,0.001436464
3112,0.000338299
0711,0.000465481
1209,0.000487493
2131,0.000323624
2212,0.00037254
3146,0.000267371
6669,0.000357865
1112,0.000568204
1379,0.002292494
5225,0.000538855
4455,0.00035542
8804,0.000255142
0203,0.000303947
0420,0.000665925
0811,0.000347971
1017,0.000514285
1030,0.000448249
1099,0.000274597
1125,0.000458032
1217,0.000462924
1227,0.000470261
2109,0.000303947
2312,0.000374875
2345,0.000450695
2513,0.000274597
3650,0.000233018
4477,0.000240356
7272,0.000414008
9000,0.00028438
2343,0.000230573
6767,0.000318621
1150,0.000245247
1711,0.000286826
5151,0.000318621
4040,0.000343079
6789,0.000367537
3699,0.00038955
3355,0.000259922
2412,0.000323513
1215,0.000543635
1123,0.000775986
1119,0.000391995
1014,0.000440911
1710,0.000257476
2737,0.000230573
1310,0.000299055
1236,0.001098832
2504,0.000272151
1208,0.000484936
2203,0.000264814
2009,0.000475153
1023,0.000563201
1021,0.000460478
0415,0.000377321
0330,0.000350417
5254,0.000294163
1602,0.000250139
1542,0.000279489
8008,0.000541189
1492,0.000384658
2610,0.00028438
3535,0.000409116
4512,0.000255031
0369,0.000289272
2501,0.000303947
7410,0.000257476
1235,0.00144369
2535,0.00028438
2204,0.000286826
0530,0.000321067
1850,0.000225681
0222,0.000294163
2901,0.000255031
2626,0.000506948
0812,0.000377321
1527,0.00023791
1709,0.000281934
4592,0.000259922
1213,0.000673263
0201,0.000294163
0891,0.000245247
1604,0.000272151
1933,0.00026726
2008,0.000502056
2111,0.000303947
2508,0.000367537
3533,0.000223235
7896,0.000357754
0147,0.000240356
7734,0.000262368
7913,0.000255031
8088,0.000250139
1126,0.000431128
4242,0.000572985
7654,0.000235464
1110,0.000387104
7899,0.000299055
5678,0.00055831
3669,0.000335742
3431,0.000223235
1301,0.000279489
1008,0.000387104
0404,0.000298944
0503,0.000323402
1016,0.000426126
1108,0.000357643
1205,0.000399222
1253,0.000250028
1438,0.00022557
1800,0.000296498
2013,0.000541078
2040,0.000201112
2321,0.000247582
2342,0.000218233
2409,0.00022557
2442,0.000298944
2541,0.000245137
2772,0.000223124
4001,0.000181546
5500,0.000245137
8275,0.0001791
9339,0.000181546
1109,0.00037721
1553,0.000198666
1718,0.000274486
3030,0.000379656
3117,0.000210895
6565,0.000279378
0512,0.000338077
1115,0.000320956
5895,0.000201112
5196,0.000191329
1265,0.000201112
4403,0.0001791
1941,0.000240245
1932,0.000220679
1917,0.000228016
1909,0.00025492
4747,0.000342969
4344,0.000203558
8588,0.000206004
8252,0.000218233
2215,0.000228016
1936,0.000237799
1910,0.000289161
1432,0.000384547
1207,0.000404114
1133,0.000335631
2124,0.000284269
2022,0.000242691
1002,0.000416343
7225,0.000210895
3359,0.000193775
3263,0.000213341
3015,0.000198666
5656,0.000501946
8796,0.000181546
8787,0.00027204
1511,0.000289161
0013,0.000267149
1244,0.000220679
5420,0.000193775
6099,0.000181546
0217,0.000279378
0070,0.000223124
2411,0.000308727
3720,0.000186437
6768,0.000183992
9090,0.000411451
1907,0.000232908
3005,0.000215787
1627,0.000220679
1027,0.00042368
1129,0.000428572
1440,0.000215787
2665,0.000274486
2810,0.000250028
4463,0.000198666
4578,0.00030139
5334,0.000206004
7890,0.000905503
9191,0.00025492
0006,0.000213341
0101,0.000333185
1012,0.000482379
1015,0.000418788
1471,0.000333185
2129,0.000230462
2307,0.000245137
2606,0.000257366
2746,0.000201112
2907,0.000215787
3197,0.000240245
3410,0.00020845
4228,0.00020845
4273,0.000201112
4311,0.000230462
4504,0.000191329
5026,0.000183992
5566,0.00030139
6209,0.000186437
7143,0.0001791
1590,0.001480266
2554,0.000262257
8604,0.000193775
2486,0.001062034
3113,0.000240245
8989,0.000374764
5516,0.000183992
1437,0.000259811
7625,0.000237799
1513,0.000245137
1732,0.000223124
1905,0.000237799
9012,0.000201112
8383,0.000230462
8053,0.000181546
6678,0.000203558
5533,0.000232908
4907,0.0001791
4269,0.000198666
2909,0.000228016
2401,0.00020845
2187,0.000201112
1937,0.000594886
1808,0.000250028
1804,0.000247582
1780,0.000206004
1598,0.000712285
1555,0.000237799
1373,0.000213341
1351,0.000193775
1333,0.000252474
1252,0.000242691
0907,0.000274486
0880,0.000276932
0211,0.000335631
0208,0.000308727
0110,0.000360089
2635,0.00022557
2478,0.000203558
4710,0.000196221
7549,0.000181546
2062,0.000186437
7249,0.000198666
2904,0.000215787
0156,0.000183992
5102,0.000193775
2808,0.000240245
0302,0.000225459
0824,0.000318399
1011,0.000426015
1104,0.000391773
1128,0.000330628
1228,0.00042846
1415,0.00028905
1472,0.000817343
1822,0.000186326
1916,0.000186326
2205,0.000196109
2213,0.000227905
2224,0.000208338
2267,0.000181434
2337,0.00018388
2469,0.000223013
2544,0.000201001
2662,0.00041134
3123,0.000164314
3301,0.00016676
3434,0.000333074
3693,0.000350195
4056,0.000149639
4424,0.000169205
5250,0.000159422
5312,0.000174097
5501,0.00016676
5665,0.000223013
6500,0.000147193
7171,0.000237688
7932,0.000144747
7979,0.000247471
8541,0.000156976
1050,0.000174097
1269,0.000252363
1661,0.000181434
1706,0.000181434
2244,0.000308616
3101,0.00018388
3400,0.000154531
4900,0.000147193
5211,0.00021323
6110,0.000171651
7749,0.000149639
8111,0.00016676
6569,0.000156976
8881,0.000164314
0179,0.000144747
0952,0.000147193
1789,0.000196109
4127,0.000159422
8991,0.000225459
1940,0.000171651
2611,0.000201001
4411,0.000198555
